SessionID,PlayerID,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,GameGenre,GameDifficulty
300,9299,8.24,False,18,107,RPG,Hard
301,9300,21.14,False,12,178,Sports,Easy
302,9301,19.57,False,13,45,Sports,Medium
303,9302,10.51,False,9,108,Action,Medium
304,9303,4.02,True,15,70,RPG,Medium
305,9304,3.82,False,19,43,Simulation,Easy
306,9305,15.61,False,0,158,Simulation,Medium
307,9306,11.87,True,2,86,RPG,Hard
308,9307,12.82,False,7,156,Strategy,Medium
309,9308,1.82,False,6,168,RPG,Medium
310,9309,9.1,True,12,28,RPG,Easy
311,9310,8.9,True,5,46,Sports,Easy
312,9311,6.46,False,0,133,Sports,Easy
313,9312,18.13,False,5,64,Sports,Easy
314,9313,3.21,True,6,83,Simulation,Easy
315,9314,18.92,False,2,64,Action,Easy
316,9315,2.08,False,16,77,Strategy,Easy
317,9316,3.74,False,8,125,Sports,Medium
318,9317,12.63,False,10,69,Strategy,Hard
319,9318,13.87,False,6,79,Strategy,Medium
320,9319,23.22,True,0,39,Action,Medium
321,9320,14.55,False,6,160,Action,Hard
322,9321,13.53,False,12,21,Simulation,Easy
323,9322,4.51,False,1,166,RPG,Medium
324,9323,2.06,False,9,56,Action,Medium
325,9324,18.96,True,11,70,Sports,Medium
326,9325,18.57,True,14,94,RPG,Hard
327,9326,10.17,False,15,80,Strategy,Easy
328,9327,1.87,False,15,23,Simulation,Medium
329,9328,11.54,False,10,174,RPG,Easy
330,9329,9.62,False,16,66,Action,Easy
331,9330,17.65,False,16,96,Strategy,Hard
332,9331,13.77,False,15,167,RPG,Medium
333,9332,3.39,False,8,87,Action,Hard
334,9333,4.27,False,13,74,Strategy,Hard
335,9334,3.56,False,4,114,Action,Hard
336,9335,8.05,False,15,173,Strategy,Easy
337,9336,6.72,False,17,48,Sports,Medium
338,9337,6.21,True,14,161,Sports,Easy
339,9338,10.78,True,13,73,Simulation,Medium
340,9339,19.91,True,2,138,Strategy,Hard
341,9340,7.52,False,4,151,Simulation,Medium
342,9341,7.05,True,9,104,Action,Hard
343,9342,11.17,False,2,64,Simulation,Medium
344,9343,7.53,False,7,91,RPG,Easy
345,9344,14.65,False,18,60,Action,Easy
346,9345,1.62,False,3,177,Simulation,Medium
347,9346,5.47,False,14,44,RPG,Medium
348,9347,18.02,False,7,32,Action,Easy
349,9348,20.79,False,4,113,Strategy,Easy
350,9349,10.08,False,4,92,Simulation,Hard
351,9350,5.71,False,4,72,Action,Easy
352,9351,8.48,False,15,81,Simulation,Medium
353,9352,19.78,True,9,41,Strategy,Medium
354,9353,14.87,False,17,34,Strategy,Easy
355,9354,7.68,False,19,144,Action,Hard
356,9355,18.62,False,17,124,Sports,Medium
357,9356,10.02,False,9,14,Strategy,Easy
358,9357,3.43,True,8,133,Action,Easy
359,9358,3.82,False,4,112,Sports,Medium
360,9359,23.61,False,17,102,Strategy,Easy
361,9360,4.86,False,19,28,RPG,Easy
362,9361,21.64,False,2,122,Sports,Medium
363,9362,19.02,False,10,75,RPG,Medium
364,9363,8.54,True,1,126,Simulation,Hard
365,9364,8.54,False,13,101,Simulation,Hard
366,9365,15.38,False,1,145,RPG,Medium
367,9366,9.72,False,17,163,Sports,Medium
368,9367,2.88,False,15,173,Action,Easy
369,9368,22.98,False,8,49,Sports,Hard
370,9369,9.42,False,5,52,Sports,Medium
371,9370,6.39,True,2,77,RPG,Medium
372,9371,2.05,False,11,174,RPG,Easy
373,9372,12.95,True,4,24,Sports,Easy
374,9373,10.16,False,13,50,Strategy,Easy
375,9374,22.52,False,7,35,Sports,Easy
376,9375,0.58,False,11,56,RPG,Easy
377,9376,22.9,False,14,106,Sports,Easy
378,9377,21.23,False,2,66,RPG,Hard
379,9378,10.29,False,17,123,Strategy,Easy
380,9379,10.29,False,14,156,RPG,Hard
381,9380,9.48,False,7,128,RPG,Medium
382,9381,7.41,False,8,111,RPG,Easy
383,9382,17.08,False,4,90,Strategy,Hard
384,9383,17.08,True,16,153,RPG,Hard
385,9384,6.11,True,6,61,RPG,Easy
386,9385,9.88,True,11,174,RPG,Medium
387,9386,3.97,False,6,53,Simulation,Easy
388,9387,19.99,True,12,121,Strategy,Medium
389,9388,6.34,False,12,145,Simulation,Medium
390,9389,15.79,True,9,96,Action,Hard
391,9390,21.45,False,5,32,Simulation,Easy
392,9391,7.83,False,2,110,Strategy,Easy
393,9392,16.9,True,1,91,Action,Easy
394,9393,15.27,False,15,171,Strategy,Hard
395,9394,11.2,False,18,51,Strategy,Hard
396,9395,19.17,False,16,128,Sports,Easy
397,9396,17.43,True,10,51,RPG,Easy
398,9397,17.15,False,2,89,Strategy,Medium
399,9398,15.28,False,19,18,RPG,Easy
400,9399,5.27,False,2,123,Simulation,Easy
401,9400,22.11,False,13,55,Simulation,Hard
402,9401,8.49,False,1,46,Sports,Easy
403,9402,19.78,True,3,107,Sports,Medium
404,9403,15.57,False,9,138,RPG,Hard
405,9404,7.56,False,14,94,RPG,Easy
406,9405,21.66,True,13,106,Simulation,Hard
407,9406,2.27,False,12,92,Simulation,Easy
408,9407,14.34,True,14,45,Sports,Easy
409,9408,15.71,True,18,169,Strategy,Hard
410,9409,17.29,False,19,148,Strategy,Medium
411,9410,14.0,False,1,176,Action,Easy
412,9411,4.47,False,18,48,Sports,Hard
413,9412,14.64,False,15,139,RPG,Easy
414,9413,17.27,False,6,168,Sports,Easy
415,9414,20.41,False,14,165,Strategy,Medium
416,9415,17.86,True,8,108,Strategy,Easy
417,9416,1.74,True,11,27,Simulation,Hard
418,9417,13.96,False,2,52,Strategy,Medium
419,9418,16.49,False,14,24,Sports,Medium
420,9419,23.33,False,17,170,Simulation,Easy
421,9420,3.15,False,18,177,Simulation,Hard
422,9421,6.81,False,4,20,Simulation,Medium
423,9422,19.35,False,2,73,Action,Easy
424,9423,14.28,False,4,93,RPG,Medium
425,9424,7.46,False,14,167,Action,Easy
426,9425,16.43,False,9,162,RPG,Medium
427,9426,6.86,False,18,20,RPG,Medium
428,9427,4.38,False,13,139,Sports,Hard
429,9428,2.5,False,5,157,RPG,Medium
430,9429,14.18,False,0,68,Sports,Easy
431,9430,6.53,False,8,24,Simulation,Medium
432,9431,15.73,False,12,44,Sports,Medium
433,9432,17.48,True,6,118,Strategy,Medium
434,9433,19.73,False,12,68,Action,Easy
435,9434,11.38,False,4,116,Sports,Easy
436,9435,4.07,False,13,77,RPG,Easy
437,9436,4.31,False,0,103,Sports,Easy
438,9437,8.46,False,13,119,Sports,Easy
439,9438,16.08,False,16,60,Simulation,Easy
440,9439,21.73,False,4,103,Action,Easy
441,9440,22.52,False,19,92,Simulation,Hard
442,9441,5.92,True,4,58,Action,Medium
443,9442,3.59,False,13,115,Action,Hard
444,9443,20.57,False,11,136,RPG,Medium
445,9444,16.54,False,10,74,Simulation,Hard
446,9445,10.01,False,0,83,Sports,Medium
447,9446,2.71,True,15,37,Strategy,Easy
448,9447,9.04,False,14,139,Strategy,Medium
449,9448,0.25,False,13,41,RPG,Easy
450,9449,21.15,False,5,106,RPG,Medium
451,9450,18.3,False,4,50,RPG,Easy
452,9451,12.64,False,9,154,RPG,Hard
453,9452,12.95,False,12,45,Simulation,Easy
454,9453,3.28,True,13,54,Action,Medium
455,9454,21.83,False,10,10,Sports,Easy
456,9455,5.84,False,14,62,Sports,Medium
457,9456,2.61,False,11,131,Simulation,Hard
458,9457,19.47,False,17,52,Sports,Easy
459,9458,15.93,False,3,175,Strategy,Easy
460,9459,3.58,False,17,49,Sports,Medium
461,9460,0.11,False,12,116,Action,Hard
462,9461,18.67,False,5,178,Sports,Easy
463,9462,21.12,False,11,144,Action,Medium
464,9463,15.71,True,9,107,RPG,Hard
465,9464,20.37,False,5,156,Simulation,Easy
466,9465,16.02,False,17,158,Strategy,Easy
467,9466,23.57,False,2,149,Sports,Medium
468,9467,23.44,False,10,89,Strategy,Easy
469,9468,20.41,False,8,97,Sports,Hard
470,9469,15.63,False,16,160,RPG,Easy
471,9470,1.89,False,6,131,Action,Medium
472,9471,19.18,False,16,91,Simulation,Medium
473,9472,17.28,False,4,21,Simulation,Medium
474,9473,20.29,False,12,174,Strategy,Hard
475,9474,22.92,False,12,33,Action,Easy
476,9475,23.86,False,11,96,Simulation,Medium
477,9476,2.45,False,0,160,Strategy,Medium
478,9477,0.2,False,15,156,Action,Medium
479,9478,17.43,False,12,56,RPG,Easy
480,9479,21.21,True,17,130,RPG,Easy
481,9480,13.68,False,4,68,Strategy,Easy
482,9481,1.44,False,1,58,RPG,Medium
483,9482,19.18,False,19,88,Sports,Hard
484,9483,4.47,False,7,57,Sports,Easy
485,9484,11.58,False,5,133,Action,Easy
486,9485,8.91,True,4,45,RPG,Easy
487,9486,11.85,False,1,35,Simulation,Medium
488,9487,3.73,False,12,54,Strategy,Easy
489,9488,16.15,False,5,50,Simulation,Easy
490,9489,9.81,False,17,78,Sports,Medium
491,9490,9.22,False,0,44,RPG,Medium
492,9491,4.25,False,8,122,Simulation,Hard
493,9492,14.89,False,11,172,Strategy,Easy
494,9493,15.84,False,15,98,Action,Easy
495,9494,1.93,False,9,107,Action,Medium
496,9495,19.76,False,7,161,Strategy,Hard
497,9496,21.29,False,4,142,Sports,Easy
498,9497,23.74,False,3,28,Strategy,Medium
499,9498,8.29,False,3,29,Strategy,Hard
500,9499,14.57,False,11,62,RPG,Medium
501,9500,2.91,False,7,112,Simulation,Easy
502,9501,10.08,False,15,114,Strategy,Easy
503,9502,20.61,False,15,18,Strategy,Easy
504,9503,17.31,False,14,81,Action,Medium
505,9504,12.36,False,12,158,Simulation,Easy
506,9505,20.14,False,18,116,Action,Hard
507,9506,19.93,False,10,128,Sports,Medium
508,9507,21.81,True,19,79,Action,Easy
509,9508,4.82,False,4,163,Sports,Hard
510,9509,5.5,False,5,95,Sports,Hard
511,9510,23.42,False,13,23,Simulation,Easy
512,9511,12.16,False,18,20,Sports,Medium
513,9512,15.57,False,4,115,Strategy,Medium
514,9513,21.75,True,7,96,Strategy,Hard
515,9514,13.05,False,10,116,Action,Hard
516,9515,3.58,True,15,73,Action,Medium
517,9516,9.23,False,7,126,Simulation,Hard
518,9517,12.41,False,15,67,Sports,Medium
519,9518,11.41,False,13,117,Strategy,Easy
520,9519,23.86,False,0,34,Action,Easy
521,9520,5.56,False,9,75,RPG,Easy
522,9521,18.3,False,1,123,Simulation,Medium
523,9522,0.76,False,9,25,Sports,Medium
524,9523,8.77,False,13,103,Simulation,Hard
525,9524,2.34,False,15,29,Sports,Medium
526,9525,13.62,False,4,150,Sports,Easy
527,9526,6.84,False,11,100,Simulation,Medium
528,9527,14.96,False,19,159,Action,Medium
529,9528,14.11,False,16,83,Action,Hard
530,9529,12.36,False,9,85,Sports,Medium
531,9530,20.28,True,6,87,Strategy,Easy
532,9531,10.57,False,11,121,Sports,Medium
533,9532,18.08,True,2,177,RPG,Hard
534,9533,10.25,True,0,18,Action,Medium
535,9534,22.98,True,2,138,Simulation,Medium
536,9535,3.84,False,16,35,Sports,Medium
537,9536,17.63,False,8,147,Action,Easy
538,9537,1.55,True,0,75,Action,Medium
539,9538,3.83,False,18,161,Sports,Hard
540,9539,12.71,False,14,77,Sports,Medium
541,9540,10.88,False,17,86,Action,Easy
542,9541,23.04,False,18,96,RPG,Hard
543,9542,0.02,False,10,178,Simulation,Medium
544,9543,14.33,False,7,166,Sports,Easy
545,9544,7.63,False,16,71,Sports,Hard
546,9545,11.64,False,19,121,Strategy,Hard
547,9546,13.33,False,10,160,Sports,Easy
548,9547,12.97,False,17,81,RPG,Easy
549,9548,23.03,False,14,45,RPG,Hard
550,9549,23.68,False,9,36,Sports,Easy
551,9550,12.12,False,3,179,Simulation,Hard
552,9551,9.65,False,11,119,Simulation,Easy
553,9552,17.34,False,17,88,Sports,Easy
554,9553,12.45,False,19,171,Sports,Easy
555,9554,17.66,False,12,73,RPG,Medium
556,9555,9.2,False,17,106,Strategy,Hard
557,9556,11.18,False,17,21,Sports,Medium
558,9557,1.95,True,17,109,Simulation,Hard
559,9558,15.76,False,7,161,Sports,Hard
560,9559,19.68,False,1,18,Action,Easy
561,9560,4.27,False,10,165,RPG,Easy
562,9561,22.83,False,1,104,RPG,Easy
563,9562,23.57,False,7,97,Strategy,Medium
564,9563,13.83,True,12,55,Simulation,Medium
565,9564,1.89,False,15,40,Sports,Easy
566,9565,19.09,False,7,153,Strategy,Medium
567,9566,11.21,False,1,85,Simulation,Hard
568,9567,20.77,False,19,103,RPG,Hard
569,9568,19.44,True,5,136,Action,Medium
570,9569,14.06,True,12,76,Sports,Medium
571,9570,0.84,False,3,39,Simulation,Easy
572,9571,14.21,True,12,178,Simulation,Easy
573,9572,18.29,False,3,156,Sports,Easy
574,9573,15.72,False,12,64,RPG,Easy
575,9574,15.71,False,16,69,Strategy,Easy
576,9575,18.4,False,7,164,Sports,Medium
577,9576,12.7,False,4,61,Simulation,Easy
578,9577,18.36,False,6,150,RPG,Hard
579,9578,5.33,True,1,165,Sports,Medium
580,9579,9.77,True,3,138,Strategy,Hard
581,9580,15.81,False,2,121,RPG,Medium
582,9581,3.94,False,7,155,Action,Hard
583,9582,18.39,True,4,73,Action,Medium
584,9583,14.06,False,0,34,Strategy,Easy
585,9584,17.55,True,18,16,Sports,Easy
586,9585,20.66,False,15,50,RPG,Medium
587,9586,23.23,False,16,24,Simulation,Medium
588,9587,6.95,True,8,139,Strategy,Easy
589,9588,19.06,False,10,168,Simulation,Easy
590,9589,8.65,False,5,94,Action,Easy
591,9590,11.65,False,4,70,Sports,Hard
592,9591,14.68,False,14,63,Strategy,Medium
593,9592,5.69,False,6,32,Simulation,Medium
594,9593,5.1,True,12,12,Action,Medium
595,9594,14.21,True,10,61,Strategy,Easy
596,9595,16.79,False,6,75,Simulation,Easy
597,9596,22.93,True,10,83,Sports,Hard
