PlayerID,Age,Gender,Location,PlayerLevel,AchievementsUnlocked,EngagementLevel
9124,34,Female,USA,35,43,High
9125,44,Female,USA,8,11,Medium
9126,25,Female,USA,76,1,Medium
9127,42,Female,Asia,85,7,High
9128,39,Female,Europe,49,32,High
9129,47,Female,USA,92,45,Medium
9130,15,Female,Europe,76,14,Medium
9131,41,Female,USA,5,43,Low
9132,27,Male,USA,13,27,High
9133,17,Female,Europe,54,36,Medium
9134,20,Male,Europe,49,5,Low
9135,22,Male,USA,58,19,Low
9136,41,Male,Asia,15,24,Low
9137,23,Male,Asia,45,42,Medium
9138,47,Male,Other,96,40,Medium
9139,38,Female,Europe,72,16,Medium
9140,29,Female,USA,81,14,Low
9141,46,Female,Asia,64,31,Medium
9142,46,Female,USA,54,36,Medium
9143,38,Male,USA,82,4,Medium
9144,26,Male,Asia,87,2,Medium
9145,16,Male,Other,4,4,High
9146,17,Male,USA,60,37,High
9147,31,Female,USA,23,13,Low
9148,16,Male,Europe,8,44,Low
9149,16,Male,Other,95,31,Medium
9150,42,Male,Europe,40,0,High
9151,37,Male,Asia,13,19,Medium
9152,46,Male,Other,95,46,Low
9153,47,Female,Europe,49,44,High
9154,15,Male,Asia,45,45,Medium
9155,33,Male,Europe,39,43,Medium
9156,16,Male,Europe,82,18,Medium
9157,40,Female,Europe,36,30,Medium
9158,46,Male,Europe,91,4,High
9159,20,Male,Europe,66,49,High
9160,46,Male,Europe,26,41,High
9161,18,Female,Europe,2,5,Medium
9162,25,Female,USA,33,28,Medium
9163,31,Male,Europe,80,13,High
9164,38,Female,USA,4,13,Low
9165,19,Male,USA,55,9,Low
9166,48,Male,Asia,32,25,High
9167,20,Male,USA,81,31,Medium
9168,36,Male,Europe,61,48,High
9169,25,Female,Asia,7,40,Medium
9170,30,Female,Europe,79,13,Medium
9171,47,Male,USA,83,27,Medium
9172,23,Male,USA,56,39,Medium
9173,20,Male,USA,67,26,Medium
9174,30,Male,USA,67,14,Medium
9175,43,Female,USA,5,41,Low
9176,17,Female,Europe,49,1,Low
9177,34,Female,USA,20,20,Medium
9178,33,Male,Other,3,37,High
9179,40,Female,Europe,61,7,Medium
9180,17,Male,Europe,23,19,Medium
9181,33,Female,Europe,16,17,Medium
9182,34,Male,Europe,10,2,Medium
9183,46,Male,Europe,64,39,Low
9184,21,Male,Asia,62,3,Medium
9185,47,Male,Asia,36,5,High
9186,32,Female,Europe,79,24,High
9187,15,Female,Other,74,23,Medium
9188,25,Female,Europe,49,48,Low
9189,42,Male,USA,67,35,Medium
9190,39,Male,USA,64,36,High
9191,37,Female,USA,14,11,Medium
9192,45,Female,Other,84,15,Low
9193,44,Male,USA,29,30,Medium
9194,49,Female,USA,68,49,Medium
9195,21,Female,Asia,52,23,Medium
9196,30,Female,USA,62,40,Low
9197,40,Male,USA,39,24,Low
9198,16,Female,Asia,54,44,High
9199,15,Male,Europe,50,14,Low
9200,26,Female,Europe,75,7,Medium
9201,19,Male,USA,71,48,High
9202,46,Female,Europe,26,29,Medium
9203,23,Female,Asia,55,39,Medium
9204,49,Male,Asia,45,28,High
9205,33,Female,Europe,54,26,High
9206,30,Male,USA,26,15,Low
9207,17,Male,Asia,94,8,Medium
9208,34,Male,Europe,10,35,Low
9209,38,Male,Asia,44,1,Medium
9210,47,Female,USA,68,12,Low
9211,38,Male,Europe,30,20,Low
9212,25,Female,Other,12,42,High
9213,22,Male,USA,87,34,Medium
9214,34,Female,Other,47,23,Low
9215,49,Male,USA,72,26,Medium
9216,39,Male,Europe,92,28,High
9217,49,Female,Asia,85,21,High
9218,39,Male,USA,25,4,Medium
9219,43,Female,Asia,78,5,Medium
9220,32,Male,USA,33,43,Medium
9221,32,Male,Europe,42,3,High
9222,16,Female,Asia,90,8,Medium
9223,49,Female,USA,33,38,Medium
9224,30,Male,USA,45,20,Medium
9225,47,Female,Other,50,30,High
9226,18,Male,Asia,61,45,Medium
9227,47,Male,Asia,14,48,Low
9228,28,Male,Europe,82,19,Low
9229,35,Female,Asia,61,47,High
9230,34,Male,Other,26,29,Medium
9231,22,Male,Europe,81,30,Low
9232,21,Female,Asia,58,37,Low
9233,17,Male,USA,4,7,Low
9234,31,Male,Europe,88,34,Medium
9235,47,Male,USA,69,43,Medium
9236,26,Male,Europe,5,2,Low
9237,36,Male,USA,91,13,Low
9238,36,Male,USA,3,0,High
9239,44,Male,USA,24,7,Medium
9240,22,Male,Europe,90,42,Medium
9241,41,Female,Europe,88,42,Medium
9242,41,Female,USA,42,24,Low
9243,48,Female,Other,52,1,Medium
9244,35,Male,USA,96,15,Medium
9245,44,Male,Asia,54,20,Medium
9246,47,Female,USA,6,27,Medium
9247,42,Female,USA,49,41,High
9248,47,Male,USA,56,41,Medium
9249,19,Male,Other,17,32,Medium
9250,33,Female,Asia,62,9,Low
9251,18,Male,USA,40,32,Low
9252,49,Male,USA,7,36,Medium
9253,31,Male,Europe,94,9,Medium
9254,42,Female,USA,96,26,Medium
9255,44,Female,Other,82,2,Low
9256,43,Female,Asia,92,15,Medium
9257,20,Female,Asia,15,43,Medium
9258,49,Male,USA,68,14,Medium
9259,38,Female,USA,71,8,High
9260,43,Male,Other,56,38,Low
9261,45,Male,Europe,47,0,Medium
9262,49,Female,Europe,5,47,Medium
9263,47,Male,Europe,7,36,Low
9264,35,Male,USA,63,9,Medium
9265,46,Female,Asia,28,35,Low
9266,37,Female,Other,76,18,Medium
9267,47,Male,USA,93,36,Medium
9268,17,Male,USA,25,32,Low
9269,32,Male,USA,71,37,Medium
9270,39,Female,USA,47,33,Medium
9271,45,Male,USA,20,26,Low
9272,17,Female,USA,77,7,Low
9273,38,Male,USA,48,27,Low
9274,46,Male,Europe,95,49,Medium
9275,36,Male,Asia,3,34,Low
9276,37,Male,Other,69,38,Low
9277,16,Female,USA,77,37,High
9278,41,Female,Europe,77,38,Medium
9279,16,Male,Europe,50,36,Low
9280,40,Male,Europe,60,25,High
9281,31,Female,Asia,66,29,Medium
9282,47,Male,USA,91,11,Medium
9283,23,Female,USA,75,43,Medium
9284,43,Male,USA,1,38,Medium
9285,40,Male,USA,11,39,High
9286,49,Male,Europe,13,28,Medium
9287,39,Male,USA,39,19,Medium
9288,38,Male,USA,30,7,Medium
9289,27,Female,USA,7,45,High
9290,21,Male,USA,89,43,Low
9291,34,Male,USA,19,19,Low
9292,15,Male,Europe,80,46,Medium
9293,22,Female,USA,22,1,Medium
9294,30,Female,Other,75,24,Low
9295,28,Female,USA,68,31,High
9296,26,Male,USA,44,1,Medium
9297,37,Female,USA,40,5,Medium
9298,29,Female,Europe,93,46,Medium
9299,42,Male,Europe,76,8,High
9300,48,Male,Other,39,39,High
9301,16,Female,USA,83,27,Medium
9302,46,Male,USA,83,48,Medium
9303,37,Male,Asia,24,36,Medium
9304,36,Male,Asia,11,25,Medium
9305,39,Male,USA,7,48,Low
9306,36,Male,Asia,97,11,Low
9307,36,Female,Europe,81,34,Medium
9308,20,Female,USA,52,30,Medium
9309,29,Male,USA,7,1,Low
9310,47,Male,Europe,81,38,Medium
9311,22,Female,Asia,68,32,Low
9312,19,Female,USA,25,7,Low
9313,18,Male,USA,14,47,Medium
9314,20,Female,USA,54,25,Low
9315,46,Female,Asia,69,32,Medium
9316,44,Male,USA,12,46,Medium
9317,49,Male,Europe,53,6,Medium
9318,30,Male,Asia,38,17,Medium
9319,27,Female,Asia,94,36,Low
9320,44,Male,Europe,77,48,Medium
9321,33,Male,Europe,75,6,Low
9322,31,Male,Europe,28,37,Low
9323,33,Female,Europe,38,7,Medium
9324,42,Male,USA,92,2,Medium
9325,40,Female,Europe,47,47,High
9326,40,Female,USA,46,46,Medium
9327,37,Female,Europe,86,27,Medium
9328,23,Female,Asia,63,3,High
9329,26,Male,Europe,95,44,Medium
9330,15,Female,Europe,96,41,High
9331,15,Female,Asia,14,9,High
9332,48,Female,Europe,82,44,Medium
9333,46,Female,USA,98,37,Medium
9334,39,Female,Europe,75,25,Medium
9335,15,Male,USA,5,19,High
9336,30,Male,USA,72,48,Medium
9337,19,Male,Europe,27,40,High
9338,36,Male,USA,71,41,Medium
9339,43,Female,Asia,62,8,Low
9340,17,Male,Europe,15,22,Medium
9341,26,Male,USA,55,45,Medium
9342,40,Female,USA,63,1,Low
9343,30,Female,USA,37,27,Medium
9344,36,Female,USA,10,35,Medium
9345,43,Female,Asia,2,12,Medium
9346,28,Male,USA,68,6,Medium
9347,42,Female,Europe,98,32,Medium
9348,19,Male,Asia,15,5,Medium
9349,44,Female,Europe,21,19,Medium
9350,19,Male,USA,25,46,Medium
9351,26,Female,Asia,83,42,Medium
9352,30,Female,Europe,84,15,Medium
9353,40,Male,Europe,46,12,Medium
9354,40,Female,Other,93,19,High
9355,35,Female,Europe,23,27,High
9356,47,Female,USA,87,9,Low
9357,44,Male,Asia,47,11,Medium
9358,37,Male,USA,23,1,Medium
9359,24,Male,Other,49,17,High
9360,19,Male,Other,53,28,Medium
9361,48,Male,Europe,26,10,Low
9362,45,Female,USA,14,40,Medium
9363,24,Male,Europe,50,13,Low
9364,33,Female,Europe,50,4,Medium
9365,46,Male,USA,5,4,Low
9366,15,Male,USA,3,4,High
9367,19,Male,USA,2,44,High
9368,18,Female,Europe,28,15,Medium
9369,30,Female,Europe,69,3,Low
9370,38,Male,Other,14,28,Low
9371,30,Male,USA,47,42,High
9372,16,Male,USA,82,29,Low
9373,42,Female,USA,78,49,Medium
9374,46,Female,Other,48,8,Low
9375,41,Female,USA,89,45,Medium
9376,34,Male,Other,84,39,High
9377,38,Male,Asia,32,8,Low
9378,26,Male,USA,28,18,High
9379,49,Male,USA,71,34,High
9380,47,Male,USA,20,39,Medium
9381,47,Male,USA,99,22,Medium
9382,26,Male,Europe,66,16,Medium
9383,17,Male,Europe,4,33,High
9384,15,Male,Asia,54,37,High
9385,47,Male,USA,23,32,High
9386,24,Female,USA,43,26,Medium
9387,43,Female,Europe,37,15,Low
9388,27,Male,USA,14,44,High
9389,26,Female,Europe,20,26,Medium
9390,45,Female,USA,36,6,Low
9391,16,Male,USA,19,38,Low
9392,49,Male,Asia,4,47,Low
9393,37,Female,Asia,97,39,High
9394,31,Female,USA,53,42,Medium
9395,40,Male,Europe,42,8,High
9396,22,Male,USA,12,26,Medium
9397,43,Female,USA,69,23,Low
9398,40,Male,Europe,48,2,Medium
9399,24,Female,USA,60,34,Medium
9400,40,Male,USA,31,47,Medium
9401,48,Female,USA,29,20,Low
9402,21,Male,Europe,97,21,Medium
9403,18,Male,USA,86,5,Medium
9404,25,Female,Other,21,20,Medium
9405,43,Male,USA,69,23,High
9406,39,Male,USA,78,22,Medium
9407,35,Female,Asia,61,22,Medium
9408,24,Male,Europe,23,49,High
9409,23,Male,USA,20,36,High
9410,38,Male,Europe,99,16,Low
9411,49,Female,USA,51,13,Medium
9412,49,Female,Asia,51,26,High
9413,32,Female,USA,38,26,Medium
9414,46,Male,Other,72,48,High
9415,38,Male,Europe,92,1,Medium
9416,37,Male,Asia,40,47,Medium
9417,46,Female,Asia,87,31,Low
9418,26,Female,USA,23,34,High
9419,27,Female,Asia,98,20,High
9420,37,Female,USA,25,5,High
9421,39,Male,USA,84,27,Low
9422,49,Male,Europe,79,8,Low
9423,44,Female,Other,98,35,Medium
9424,31,Male,USA,94,47,High
9425,34,Male,Other,8,0,High
9426,39,Female,Europe,33,22,Medium
9427,36,Male,Asia,86,9,High
9428,27,Male,Europe,21,35,Medium
9429,33,Male,USA,30,14,Low
9430,26,Female,Asia,52,38,Low
9431,33,Male,USA,51,16,Medium
9432,26,Female,Europe,53,8,Medium
9433,23,Male,Asia,38,41,Medium
9434,21,Female,Asia,72,2,Medium
9435,42,Male,Europe,38,3,Medium
9436,28,Female,USA,79,41,Low
9437,45,Male,Europe,54,36,High
9438,33,Female,Europe,5,37,Medium
9439,30,Female,Asia,35,12,Medium
9440,19,Male,USA,45,46,High
9441,49,Male,Europe,81,9,Low
9442,26,Male,USA,61,31,High
9443,39,Female,Europe,92,0,High
9444,35,Male,USA,49,5,Medium
9445,37,Male,USA,92,20,Low
9446,30,Female,Asia,94,9,Medium
9447,28,Female,Europe,43,30,High
9448,45,Male,Europe,1,37,Medium
9449,19,Male,Asia,28,47,Low
9450,49,Male,USA,43,13,Low
9451,37,Male,USA,39,8,Medium
9452,43,Male,USA,50,35,Medium
9453,25,Female,Europe,96,45,Medium
9454,32,Male,Europe,28,45,Low
9455,26,Male,Europe,32,24,Medium
9456,23,Male,Europe,35,28,High
9457,24,Female,Europe,47,5,Medium
9458,31,Male,Asia,6,17,Medium
9459,21,Female,Europe,20,22,Medium
9460,27,Male,Asia,90,13,High
9461,23,Male,USA,38,15,Medium
9462,41,Female,USA,92,45,High
9463,16,Male,Europe,11,40,Medium
9464,19,Female,USA,98,37,High
9465,43,Female,Europe,36,27,High
9466,33,Male,Europe,51,45,Medium
9467,22,Female,USA,72,31,Medium
9468,15,Female,USA,7,21,Medium
9469,36,Female,Europe,63,44,High
9470,31,Male,Asia,92,0,Medium
9471,21,Male,Europe,20,31,High
9472,39,Male,Europe,10,0,Low
9473,18,Female,USA,31,43,High
9474,20,Male,Europe,26,45,Medium
9475,45,Male,Europe,58,45,Medium
9476,33,Male,USA,16,37,Low
9477,41,Female,USA,98,30,High
9478,24,Male,USA,43,22,Medium
9479,40,Male,USA,79,31,High
9480,33,Female,USA,88,8,Low
9481,17,Male,Asia,47,37,Low
9482,27,Male,Europe,23,13,High
9483,42,Male,USA,1,8,Medium
9484,34,Male,Europe,63,21,High
9485,42,Male,Asia,48,31,Low
9486,22,Male,Asia,54,18,Low
9487,15,Male,Europe,51,30,Medium
9488,17,Female,USA,1,25,Medium
9489,27,Male,USA,21,2,Medium
9490,42,Male,USA,74,46,Low
9491,39,Male,Europe,94,31,Medium
9492,47,Male,USA,8,21,High
9493,20,Female,Europe,74,13,High
9494,46,Male,Asia,80,47,Medium
9495,35,Male,Asia,86,0,Medium
9496,30,Female,Asia,96,21,Medium
9497,35,Female,USA,55,31,Low
9498,25,Female,Other,36,29,Low
9499,49,Female,Europe,73,8,Medium
9500,33,Male,Europe,62,2,Medium
9501,34,Female,USA,68,42,High
9502,32,Female,Other,32,4,Low
9503,28,Male,USA,70,0,Medium
9504,29,Female,USA,24,39,Medium
9505,45,Male,USA,22,13,High
9506,15,Female,Europe,91,46,High
9507,17,Male,Europe,36,45,High
9508,30,Male,Other,67,13,Medium
9509,37,Male,USA,12,1,Medium
9510,25,Male,USA,17,47,Medium
9511,26,Male,Europe,23,4,Medium
9512,24,Male,USA,45,26,Low
9513,46,Female,Europe,57,8,Medium
9514,30,Female,USA,51,6,Medium
9515,22,Male,Europe,47,18,Medium
9516,26,Female,Asia,3,43,Medium
9517,38,Male,USA,52,42,Medium
9518,42,Female,USA,44,31,Medium
9519,22,Male,USA,39,3,Low
9520,42,Female,Europe,56,46,Medium
9521,40,Female,Europe,87,23,Low
9522,22,Male,Asia,35,27,Low
9523,42,Male,Other,48,47,High
9524,42,Female,Other,26,5,Medium
9525,41,Female,USA,36,42,Medium
9526,31,Male,Europe,91,6,Medium
9527,23,Male,Asia,8,39,High
9528,47,Female,Europe,67,15,Medium
9529,34,Female,Asia,86,40,Medium
9530,27,Male,Europe,25,14,Medium
9531,42,Female,Europe,27,11,Medium
9532,43,Male,USA,80,20,Medium
9533,27,Female,USA,9,1,High
9534,49,Female,Europe,11,13,Low
9535,20,Male,Europe,42,47,Medium
9536,32,Male,Europe,7,11,Medium
9537,19,Female,USA,77,35,Low
9538,39,Male,Asia,83,36,High
9539,16,Female,Other,95,29,Low
9540,24,Female,Europe,92,45,Medium
9541,44,Male,USA,36,34,Medium
9542,19,Female,USA,23,7,High
9543,47,Male,Europe,28,4,Low
9544,15,Female,Other,3,2,Medium
9545,32,Female,Europe,32,26,High
9546,46,Female,Asia,75,40,High
9547,25,Male,Europe,37,24,Medium
9548,35,Male,Europe,88,42,Medium
9549,40,Male,Europe,78,35,Medium
9550,39,Male,Europe,53,13,Medium
9551,36,Male,Asia,38,25,Medium
9552,41,Female,USA,12,26,High
9553,27,Male,Other,29,38,High
9554,47,Male,Asia,25,9,Medium
9555,48,Male,Asia,63,7,High
9556,49,Male,Asia,3,10,Medium
9557,15,Female,Europe,83,6,High
9558,35,Male,Asia,85,44,Low
9559,20,Male,Other,40,46,Low
9560,42,Male,Asia,15,32,High
9561,31,Male,USA,14,42,Low
9562,19,Male,Asia,11,17,Medium
9563,45,Female,Europe,3,23,Medium
9564,19,Female,Europe,1,40,Medium
9565,17,Male,Other,50,16,Medium
9566,37,Male,USA,70,1,Low
9567,24,Female,USA,72,40,High
9568,24,Male,USA,85,1,Medium
9569,33,Male,USA,66,47,Medium
9570,31,Male,USA,75,17,Low
9571,35,Female,Europe,41,20,High
9572,28,Female,Other,2,0,Medium
9573,23,Male,Asia,74,24,Medium
9574,15,Male,USA,5,43,Medium
9575,27,Female,Europe,97,23,Medium
9576,18,Female,Asia,53,41,Medium
9577,15,Female,Europe,77,7,Medium
9578,46,Female,Other,69,48,Medium
9579,48,Female,Other,22,4,High
9580,42,Male,USA,69,22,Low
9581,45,Male,Asia,99,47,Medium
9582,22,Male,Europe,93,5,Low
9583,40,Male,Europe,24,19,Low
9584,48,Female,Asia,22,42,Low
9585,17,Female,Asia,98,6,Medium
9586,26,Female,Europe,83,18,Medium
9587,15,Female,Asia,3,3,Medium
9588,19,Male,Other,59,27,High
9589,44,Female,Asia,94,6,Medium
9590,44,Male,USA,54,26,Medium
9591,31,Female,Asia,92,17,Medium
9592,37,Male,Asia,22,49,Low
9593,29,Male,Other,14,19,Low
9594,35,Male,Asia,71,33,Medium
9595,28,Male,Asia,92,48,Medium
9596,16,Male,USA,18,6,Medium
9597,25,Male,Other,52,39,High
9598,48,Male,USA,75,7,High
9599,48,Female,Asia,66,42,High
9600,32,Female,Other,32,19,Medium
9601,44,Female,USA,23,30,Medium
9602,29,Female,Other,84,18,Medium
9603,41,Male,Asia,86,47,Medium
9604,48,Female,Other,46,12,Medium
9605,47,Male,USA,16,44,Low
9606,38,Male,Asia,15,6,Medium
9607,29,Female,Europe,60,24,Medium
9608,44,Male,USA,27,6,Low
9609,31,Male,Asia,66,25,Low
9610,19,Female,Europe,14,46,Medium
9611,43,Female,Asia,77,28,Low
9612,18,Female,Asia,1,41,High
9613,24,Male,USA,16,31,High
9614,31,Female,USA,93,15,Medium
9615,24,Female,USA,68,14,High
9616,31,Female,USA,9,1,Medium
9617,34,Female,Europe,75,12,Medium
9618,38,Male,Asia,72,37,High
9619,19,Male,Europe,91,42,Medium
9620,48,Female,Asia,27,38,Medium
9621,20,Female,USA,73,41,High
9622,16,Male,Europe,33,12,Low
9623,27,Female,Europe,29,19,Medium
9624,25,Male,Asia,78,42,High
9625,37,Male,Europe,40,44,Medium
9626,30,Male,USA,83,43,High
9627,45,Male,USA,75,32,Medium
9628,25,Male,USA,56,12,Medium
9629,30,Female,Other,74,41,High
9630,22,Male,USA,48,48,Medium
9631,18,Male,Asia,40,5,Medium
9632,18,Female,USA,92,14,High
9633,39,Male,USA,94,6,Medium
9634,17,Female,Europe,72,42,Medium
9635,46,Female,Europe,62,21,Medium
9636,17,Male,Asia,57,27,Low
9637,41,Female,Asia,59,39,Medium
9638,43,Female,Asia,70,13,Medium
9639,46,Female,Asia,2,36,Medium
9640,33,Male,Asia,18,26,High
9641,35,Male,Asia,71,1,Medium
9642,19,Male,Europe,28,11,High
9643,32,Female,USA,53,19,High
9644,42,Female,Asia,15,23,Low
9645,36,Female,USA,87,41,Low
9646,35,Male,USA,22,2,Low
9647,20,Male,USA,83,22,Medium
9648,15,Male,Europe,76,43,Medium
9649,19,Male,USA,75,25,Low
9650,26,Female,USA,55,49,High
9651,40,Male,Asia,3,14,Low
9652,48,Male,Asia,52,48,Medium
9653,28,Female,USA,29,26,Medium
9654,40,Male,Asia,64,11,Low
9655,41,Female,USA,9,8,High
9656,23,Male,Other,85,33,High
9657,40,Female,Europe,89,33,Medium
9658,36,Male,USA,13,24,High
9659,44,Male,Other,62,49,High
9660,31,Female,USA,82,42,Medium
9661,40,Female,USA,63,19,Medium
9662,15,Male,USA,57,36,High
9663,22,Female,Europe,25,14,High
9664,49,Female,Asia,59,24,Medium
9665,29,Male,Asia,6,42,High
9666,36,Female,Europe,18,20,High
9667,28,Male,Other,6,23,High
9668,40,Male,Asia,67,23,Medium
9669,42,Male,Europe,22,38,Low
9670,37,Male,USA,2,37,Medium
9671,28,Male,Europe,24,19,Low
9672,38,Male,USA,42,36,High
9673,16,Male,USA,52,44,Medium
9674,40,Female,Europe,5,27,High
9675,28,Female,USA,18,18,Medium
9676,21,Male,USA,72,2,Medium
9677,17,Male,Europe,95,24,Medium
9678,37,Female,USA,58,33,High
9679,32,Male,Europe,66,20,High
9680,49,Male,Other,69,8,Low
9681,29,Male,USA,95,41,High
9682,39,Female,USA,23,46,Medium
9683,42,Male,Other,13,0,High
9684,24,Male,Asia,77,9,Low
9685,31,Female,USA,86,25,High
9686,36,Male,USA,34,49,Medium
9687,40,Male,Asia,74,10,Medium
9688,39,Female,Europe,75,30,Medium
9689,31,Male,USA,97,49,High
9690,27,Female,USA,90,46,Medium
9691,34,Male,Europe,10,20,High
9692,39,Male,Europe,47,42,High
9693,18,Male,USA,54,23,Medium
9694,24,Female,Other,23,11,Medium
9695,17,Male,USA,37,40,Low
9696,32,Male,USA,46,3,Medium
9697,36,Female,USA,85,20,High
9698,48,Female,Asia,81,34,Low
9699,22,Male,Other,39,1,Medium
9700,33,Male,USA,82,12,Medium
9701,20,Male,USA,11,9,Low
9702,40,Male,Asia,98,27,Medium
9703,48,Female,Europe,6,28,High
9704,20,Female,USA,11,36,Medium
9705,47,Male,Other,95,4,Low
9706,36,Male,Europe,58,22,Medium
9707,35,Female,USA,35,48,Medium
9708,20,Female,Europe,92,29,Medium
9709,20,Male,Europe,80,35,Medium
9710,18,Male,Europe,58,14,Low
9711,44,Male,Europe,58,19,High
9712,25,Female,Europe,82,23,Medium
9713,44,Male,USA,23,15,Low
9714,45,Female,USA,29,33,Medium
9715,38,Male,Europe,43,2,High
9716,23,Female,Asia,20,25,High
9717,17,Male,Asia,27,44,Low
9718,45,Male,USA,55,31,Medium
9719,38,Male,Europe,41,8,High
9720,45,Male,Other,52,47,Medium
9721,20,Male,USA,35,9,Low
9722,16,Female,Asia,29,8,Low
9723,34,Male,USA,40,11,Medium
9724,42,Male,Asia,13,37,Medium
9725,25,Male,Europe,34,29,High
9726,18,Male,Asia,52,35,Low
9727,29,Male,Other,11,16,Low
9728,20,Male,Other,21,38,Low
9729,44,Male,USA,39,47,Medium
9730,16,Male,USA,56,47,Medium
9731,29,Male,Europe,9,12,Medium
9732,25,Male,USA,67,39,High
9733,22,Male,USA,39,47,Medium
9734,40,Female,Other,5,13,Medium
9735,19,Male,Europe,8,31,Low
9736,20,Male,Other,27,31,Medium
9737,40,Female,USA,88,20,Medium
9738,18,Male,USA,80,6,Medium
9739,33,Male,Europe,32,48,High
9740,34,Male,Asia,94,49,Medium
9741,47,Female,USA,82,16,Medium
